Initiale Temperature,Cooling Rate,NB Iterations,NB Iterations cooling,average %,min result,nb opt,average execution time (s)
77726.44455646754,0.8,50000,5,60.710,11097,0,0.7136
77726.44455646754,0.85,50000,5,56.799,10827,0,0.7170
77726.44455646754,0.9,50000,5,77.726,12272,0,0.6716
77726.44455646754,0.91,50000,5,56.148,10782,0,0.6834
77726.44455646754,0.92,50000,5,44.649,9988,0,0.6521
77726.44455646754,0.93,50000,5,53.613,10607,0,0.6804
77726.44455646754,0.94,50000,5,40.970,9734,0,0.6415
77726.44455646754,0.95,50000,5,55.496,10737,0,0.6280
77726.44455646754,0.96,50000,5,56.988,10840,0,0.6495
77726.44455646754,0.97,50000,5,60.666,11094,0,0.6135
77726.44455646754,0.98,50000,5,70.471,11771,0,0.6546
77726.44455646754,0.99,50000,5,49.356,10313,0,0.6948
