Initiale Temperature,Cooling Rate,NB Iterations,NB Iterations cooling,average %,min result,nb opt,average execution time (s),Average init
2206.2323179705622,0.6,50000,5,40.130,9676,0,0.7443,42.5634
2206.2323179705622,0.7,50000,5,25.807,8687,0,0.7424,25.8074
2206.2323179705622,0.75,50000,5,29.645,8952,0,0.7395,29.6452
2206.2323179705622,0.8,50000,5,28.617,8881,0,0.7497,28.6169
2206.2323179705622,0.85,50000,5,26.647,8745,0,0.7006,26.6474
2206.2323179705622,0.9,50000,5,36.901,9453,0,0.6960,36.9008
2206.2323179705622,0.91,50000,5,33.961,9250,0,0.6525,35.5974
2206.2323179705622,0.92,50000,5,27.458,8801,0,0.6771,27.4584
2206.2323179705622,0.93,50000,5,36.872,9451,0,0.6675,36.8718
2206.2323179705622,0.94,50000,5,27.676,8816,0,0.6339,27.6756
2206.2323179705622,0.95,50000,5,29.645,8952,0,0.6500,29.6452
2206.2323179705622,0.96,50000,5,29.761,8960,0,0.6692,29.7610
2206.2323179705622,0.97,50000,5,29.920,8971,0,0.6771,29.9203
2206.2323179705622,0.98,50000,5,34.106,9260,0,0.6213,34.1057
2206.2323179705622,0.99,50000,5,29.761,8960,0,0.6399,29.7610
3159.739755068384,0.6,50000,5,39.348,9622,0,0.8010,39.3483
3159.739755068384,0.7,50000,5,32.831,9172,0,0.7267,32.8313
3159.739755068384,0.75,50000,5,43.925,9938,0,0.6961,43.9247
3159.739755068384,0.8,50000,5,39.348,9622,0,0.7218,39.3483
3159.739755068384,0.85,50000,5,27.676,8816,0,0.7215,27.6756
3159.739755068384,0.9,50000,5,43.925,9938,0,0.6496,43.9247
3159.739755068384,0.91,50000,5,41.086,9742,0,0.6352,41.0862
3159.739755068384,0.92,50000,5,36.872,9451,0,0.6581,36.8718
3159.739755068384,0.93,50000,5,41.086,9742,0,0.6263,41.0862
3159.739755068384,0.94,50000,5,38.117,9537,0,0.6403,38.1173
3159.739755068384,0.95,50000,5,36.857,9450,0,0.6359,36.8573
3159.739755068384,0.96,50000,5,37.610,9502,0,0.6651,37.6104
3159.739755068384,0.97,50000,5,27.415,8798,0,0.6312,27.4149
3159.739755068384,0.98,50000,5,24.316,8584,0,0.6327,24.3157
3159.739755068384,0.99,50000,5,37.610,9502,0,0.6192,37.6104
3917.5190528735475,0.6,50000,5,44.258,9961,0,0.7162,44.2578
3917.5190528735475,0.7,50000,5,29.964,8974,0,0.6999,29.9638
3917.5190528735475,0.75,50000,5,34.917,9316,0,0.7466,34.9167
3917.5190528735475,0.8,50000,5,29.471,8940,0,0.7251,29.4714
3917.5190528735475,0.85,50000,5,28.269,8857,0,0.6959,28.2694
3917.5190528735475,0.9,50000,5,48.805,10275,0,0.7493,48.8052
3917.5190528735475,0.91,50000,5,34.062,9257,0,0.6491,34.0623
3917.5190528735475,0.92,50000,5,30.384,9003,0,0.6524,30.3838
3917.5190528735475,0.93,50000,5,41.593,9777,0,0.6323,41.5930
3917.5190528735475,0.94,50000,5,29.645,8952,0,0.6300,29.6452
3917.5190528735475,0.95,50000,5,33.975,9251,0,0.6123,41.5930
3917.5190528735475,0.96,50000,5,41.593,9777,0,0.6342,41.5930
3917.5190528735475,0.97,50000,5,26.647,8745,0,0.6277,26.6474
3917.5190528735475,0.98,50000,5,48.805,10275,0,0.6562,48.8052
3917.5190528735475,0.99,50000,5,38.986,9597,0,0.6272,38.9862
5050.560472675568,0.6,50000,5,38.986,9597,0,0.7036,38.9862
5050.560472675568,0.7,50000,5,26.647,8745,0,0.7213,26.6474
5050.560472675568,0.75,50000,5,34.917,9316,0,0.7500,34.9167
5050.560472675568,0.8,50000,5,34.236,9269,0,0.7103,34.2361
5050.560472675568,0.85,50000,5,34.062,9257,0,0.6980,34.0623
5050.560472675568,0.9,50000,5,34.917,9316,0,0.7102,34.9167
5050.560472675568,0.91,50000,5,40.159,9678,0,0.6396,40.1593
5050.560472675568,0.92,50000,5,41.593,9777,0,0.6548,41.5930
5050.560472675568,0.93,50000,5,38.378,9555,0,0.6224,38.3780
5050.560472675568,0.94,50000,5,38.378,9555,0,0.6340,38.3780
5050.560472675568,0.95,50000,5,38.639,9573,0,0.6350,38.6387
5050.560472675568,0.96,50000,5,42.563,9844,0,0.6400,42.5634
5050.560472675568,0.97,50000,5,38.117,9537,0,0.6467,38.1173
5050.560472675568,0.98,50000,5,38.639,9573,0,0.7154,38.6387
5050.560472675568,0.99,50000,5,28.269,8857,0,0.6665,28.2694
6934.576811961033,0.6,50000,5,48.805,10275,0,0.8486,48.8052
6934.576811961033,0.7,50000,5,29.645,8952,0,0.9331,29.6452
6934.576811961033,0.75,50000,5,28.269,8857,0,0.7495,28.2694
6934.576811961033,0.8,50000,5,38.639,9573,0,0.8311,38.6387
6934.576811961033,0.85,50000,5,29.920,8971,0,0.7042,29.9203
6934.576811961033,0.9,50000,5,38.117,9537,0,0.6971,38.1173
6934.576811961033,0.91,50000,5,34.584,9293,0,0.6729,34.5836
6934.576811961033,0.92,50000,5,43.925,9938,0,0.6314,43.9247
6934.576811961033,0.93,50000,5,27.676,8816,0,0.6337,27.6756
6934.576811961033,0.94,50000,5,38.899,9591,0,0.6271,38.8993
6934.576811961033,0.95,50000,5,37.017,9461,0,0.5969,37.0167
6934.576811961033,0.96,50000,5,38.986,9597,0,0.6548,38.9862
6934.576811961033,0.97,50000,5,36.611,9433,0,0.6655,38.9862
6934.576811961033,0.98,50000,5,43.925,9938,0,0.6382,43.9247
6934.576811961033,0.99,50000,5,40.652,9712,0,0.5968,40.6517
10696.606721820703,0.6,50000,5,34.106,9260,0,0.7178,34.1057
10696.606721820703,0.7,50000,5,38.986,9597,0,0.7069,38.9862
